id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
dfd31364-dc7f-4942-a70a-e0bed0b7dd6d,"""2026-08-19T00:47:11.798Z""",2026-08-19T00:47:11.798000,error,502,POST,,/auth/v1/token,"POST | 502 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
68f9a6da-0a47-4118-8ff3-e059ca42864e,"""2026-08-19T00:45:42.910Z""",2026-08-19T00:45:42.910000,error,504,POST,,/auth/v1/token,"POST | 504 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
849c6ed3-91d8-4b23-b1f9-cc2a1893a5b5,"""2026-08-19T00:44:47.505Z""",2026-08-19T00:44:47.505000,error,504,POST,,/auth/v1/token,"POST | 504 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
27a5beae-bf81-4317-bc93-da3933352623,"""2026-08-19T00:43:24.643Z""",2026-08-19T00:43:24.643000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.22.126 | req-l0j | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
7dc55b24-4092-46c3-8b9f-c8b37b337baa,"""2026-08-19T00:43:22.374Z""",2026-08-19T00:43:22.374000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
b500fcb7-c1a2-4e62-a251-597079c14c26,"""2026-08-19T00:43:22.373Z""",2026-08-19T00:43:22.373000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
e51c5920-44f7-4303-865d-5368de76b30e,"""2026-08-19T00:43:22.319Z""",2026-08-19T00:43:22.319000,error,522,POST,,/admin/v1/network-bans/retrieve,POST | 522 | https://ougxeheoaifcuetnmgrw.supabase.co/admin/v1/network-bans/retrieve | @supabase-infra/mgmt-api/365fea2,{},[],edge,0,null,[],null
6c30fe6c-a1dd-4260-8ff6-8de3e5d45eed,"""2026-08-19T00:41:48.949Z""",2026-08-19T00:41:48.949000,error,504,POST,,/auth/v1/token,"POST | 504 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
11e0aad6-1049-4ccd-97c1-b3f3f5484901,"""2026-08-19T00:39:52.483Z""",2026-08-19T00:39:52.483000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.39.250 | req-fse | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
3a475392-d2e3-456a-a132-b08ac3b07b6f,"""2026-08-19T00:39:52.473Z""",2026-08-19T00:39:52.473000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
1bd2bffb-6ad4-49ee-aef1-ef6f65737848,"""2026-08-19T00:39:52.472Z""",2026-08-19T00:39:52.472000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
47c1eff8-8b70-40fb-9f38-9ed7a1d554a1,"""2026-08-19T00:39:40.316Z""",2026-08-19T00:39:40.316000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.39.250 | req-48 | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
210716e2-244b-4460-b1d8-5a15e56b8108,"""2026-08-19T00:39:37.290Z""",2026-08-19T00:39:37.290000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.39.250 | req-4m | /tenants/ougxeheoaifcuetnmgrw | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
43ca1b9c-6f94-4006-9c25-8813d6441b46,"""2026-08-19T00:39:36.995Z""",2026-08-19T00:39:36.995000,error,522,POST,,/admin/v1/network-bans/retrieve,POST | 522 | https://ougxeheoaifcuetnmgrw.supabase.co/admin/v1/network-bans/retrieve | @supabase-infra/mgmt-api/365fea2,{},[],edge,0,null,[],null
4844914e-3ed4-41c2-a291-f6f2699ea5cf,"""2026-08-19T00:39:36.893Z""",2026-08-19T00:39:36.893000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
707b9576-b320-4e1d-8630-6c0154624639,"""2026-08-19T00:39:36.887Z""",2026-08-19T00:39:36.887000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
b6c59c2e-2ad1-42a1-a879-b27bfd2594f0,"""2026-08-19T00:38:32.444Z""",2026-08-19T00:38:32.444000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.80.165 | req-41 | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
7a251a0c-2e30-47b2-b048-345dbf0d3378,"""2026-08-19T00:38:31.927Z""",2026-08-19T00:38:31.927000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
7a4ed7f5-eb9d-4258-8b91-b49897b089fe,"""2026-08-19T00:38:31.924Z""",2026-08-19T00:38:31.924000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
2edf9210-f237-4d5d-8b81-89d384a37efa,"""2026-08-19T00:38:21.075Z""",2026-08-19T00:38:21.075000,warning,200,,,,ougxeheoaifcuetnmgrw | GET | ABORTED REQ | 10.106.80.165 | req-3f | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
051e4ccf-3e57-4bb9-b36c-a80984e3de95,"""2026-08-19T00:38:16.089Z""",2026-08-19T00:38:16.089000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
4dec201d-7659-44c0-a19b-ca21c7637ebc,"""2026-08-19T00:38:16.088Z""",2026-08-19T00:38:16.088000,success,200,,,,Sent 200 in 3ms,{},[],realtime,0,null,[],null
7c15fdd6-d91b-4f9a-b168-9aaa78fd2357,"""2026-08-19T00:38:05.420Z""",2026-08-19T00:38:05.420000,warning,200,,,,ougxeheoaifcuetnmgrw | GET | ABORTED REQ | 10.106.80.165 | req-isq | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
34d2f0fd-1b86-4e53-809d-3f0ff60b855b,"""2026-08-19T00:38:00.444Z""",2026-08-19T00:38:00.444000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
0bdfeb72-409e-4c50-9242-caa0be5cb61d,"""2026-08-19T00:38:00.420Z""",2026-08-19T00:38:00.420000,success,200,,,,Sent 200 in 552µs,{},[],realtime,0,null,[],null
bda5d6d0-0673-4d09-9697-7e78e99024ec,"""2026-08-19T00:37:48.120Z""",2026-08-19T00:37:48.120000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.22.126 | req-ivt | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
6bc242cd-8fad-46f5-ab2e-b53619f036a8,"""2026-08-19T00:37:43.136Z""",2026-08-19T00:37:43.136000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
f8ec0f23-192a-48dc-a9bd-6ff98afa232c,"""2026-08-19T00:37:30.044Z""",2026-08-19T00:37:30.044000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.80.165 | req-cqb | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
4149e25f-98b8-4449-bd5c-a5870b8095e5,"""2026-08-19T00:37:25.046Z""",2026-08-19T00:37:25.046000,success,200,,,,Sent 200 in 487µs,{},[],realtime,0,null,[],null
a2a68dc5-a0d3-4978-8933-ff1eb3094778,"""2026-08-19T00:37:25.044Z""",2026-08-19T00:37:25.044000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
97db4b53-ba38-4caa-bdbe-fb5fe6223f13,"""2026-08-19T00:37:14.493Z""",2026-08-19T00:37:14.493000,warning,200,,,,ougxeheoaifcuetnmgrw | GET | ABORTED REQ | 10.106.80.165 | req-2j | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
bf5ca5e5-fb57-49e6-b51a-bdccf8ff26bc,"""2026-08-19T00:37:09.502Z""",2026-08-19T00:37:09.502000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
3e0ad0c1-4e2f-476d-87a1-1b0fc464de20,"""2026-08-19T00:37:09.502Z""",2026-08-19T00:37:09.502000,success,200,,,,Sent 200 in 478µs,{},[],realtime,0,null,[],null
01839f96-914f-4855-887f-8961a44b6c9a,"""2026-08-19T00:36:57.388Z""",2026-08-19T00:36:57.388000,warning,200,,,,ougxeheoaifcuetnmgrw | GET | ABORTED REQ | 10.106.39.250 | req-2a | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
c334a4bf-4c1d-4dae-9c4b-823cc819d4cb,"""2026-08-19T00:36:52.652Z""",2026-08-19T00:36:52.652000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
10adb86f-d220-49f7-b9ca-b86330508f2e,"""2026-08-19T00:36:52.413Z""",2026-08-19T00:36:52.413000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
eec4a3b1-e361-4a02-bca8-e40d61359352,"""2026-08-19T00:36:39.152Z""",2026-08-19T00:36:39.152000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.22.126 | req-25 | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
978cd418-40aa-4382-9b4d-bd0598288b1d,"""2026-08-19T00:36:34.153Z""",2026-08-19T00:36:34.153000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
d801081e-1fe3-4cde-86fd-6aaf4083a76d,"""2026-08-19T00:36:34.151Z""",2026-08-19T00:36:34.151000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
75797654-e672-4bbf-a378-a2541326ae99,"""2026-08-19T00:36:06.530Z""",2026-08-19T00:36:06.530000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
6963f6f3-3887-446a-bf07-fbfed9c3033a,"""2026-08-19T00:36:06.527Z""",2026-08-19T00:36:06.527000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
4ae7bb25-3d0f-4b58-875d-5766cc2090b9,"""2026-08-19T00:36:06.384Z""",2026-08-19T00:36:06.384000,error,522,POST,,/admin/v1/network-bans/retrieve,POST | 522 | https://ougxeheoaifcuetnmgrw.supabase.co/admin/v1/network-bans/retrieve | @supabase-infra/mgmt-api/365fea2,{},[],edge,0,null,[],null
add109fd-1972-4d4d-8cdc-15afcb43382d,"""2026-08-19T00:36:06.360Z""",2026-08-19T00:36:06.360000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.22.126 | req-5dk | /tenants/ougxeheoaifcuetnmgrw | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
c4362fb4-d42d-4038-8dc3-f08328b14ee2,"""2026-08-19T00:36:02.893Z""",2026-08-19T00:36:02.893000,error,520,POST,,/auth/v1/token,"POST | 520 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
0c99e6c1-2b62-493c-9051-65183890b516,"""2026-08-19T00:34:50.458Z""",2026-08-19T00:34:50.458000,error,520,POST,,/auth/v1/token,"POST | 520 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=password | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
74c09396-b6ae-4a13-a6df-7deaaa4c5658,"""2026-08-19T00:34:50.363Z""",2026-08-19T00:34:50.363000,success,200,OPTIONS,,/auth/v1/token,"OPTIONS | 200 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=password | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
d3c21ae8-4792-41d5-8a7a-6395c4efd469,"""2026-08-19T00:30:56.664Z""",2026-08-19T00:30:56.664000,warning,401,GET,,/auth/v1/settings,GET | 401 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/settings | curl/8.7.1,{},[],edge,0,null,[],null
2ec99429-2b8c-4645-a0f7-7e7e65aa0cfe,"""2026-08-19T00:30:56.107Z""",2026-08-19T00:30:56.107000,warning,401,GET,,/auth/v1/health,GET | 401 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/health | curl/8.7.1,{},[],edge,0,null,[],null
424e70af-8230-4c57-bb33-c2629ca9e281,"""2026-08-19T00:30:16.768Z""",2026-08-19T00:30:16.768000,error,520,POST,,/auth/v1/token,"POST | 520 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
f3dd83d9-0804-4325-8448-1336bdd41037,"""2026-08-19T00:26:28.697Z""",2026-08-19T00:26:28.697000,success,200,OPTIONS,,/auth/v1/token,"OPTIONS | 200 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36",{},[],edge,0,null,[],null
6fe9a06f-71dd-4fd4-98f8-1fae1af53207,"""2026-08-19T00:21:47.541Z""",2026-08-19T00:21:47.541000,error,200,,,,InitializingProjectConnection: Realtime is initializing the project connection,{},[],realtime,0,null,[],null
ac102f3e-0533-41fa-abde-1a4b97908a0d,"""2026-08-19T00:21:47.540Z""",2026-08-19T00:21:47.540000,success,200,,,,Tenant ougxeheoaifcuetnmgrw has been terminated: :shutdown,{},[],realtime,0,null,[],null
8aac2f12-d46c-49a4-9e83-c0b84019169f,"""2026-08-19T00:21:47.540Z""",2026-08-19T00:21:47.540000,error,200,,,,"UnableToConnectToTenantDatabase: %DBConnection.ConnectionError{
  message: ""[Elixir.Realtime.Tenants.Connect.DynamicSupervisor] connection not available and request was dropped from queue after 12000ms. This means requests are coming in and your connection pool cannot serve them fast enough. You can address this by:\n\n  1. Ensuring your database is available and that you can connect to it\n  2. Tracking down slow queries and making sure they are running fast enough\n  3. Increasing the pool_size (although this increases resource consumption)\n  4. Allowing requests to wait longer by increasing :queue_target and :queue_interval\n\nSee DBConnection.start_link/2 for more information\n"",
  severity: :error,
  reason: :queue_timeout
}",{},[],realtime,0,null,[],null
4bcbae2e-dacf-4713-a52d-07ab1a5c2af3,"""2026-08-19T00:21:47.539Z""",2026-08-19T00:21:47.539000,error,200,,,,"UnableToConnectToTenantDatabase: %DBConnection.ConnectionError{
  message: ""[Elixir.Realtime.Tenants.Connect.DynamicSupervisor] connection not available and request was dropped from queue after 12000ms. This means requests are coming in and your connection pool cannot serve them fast enough. You can address this by:\n\n  1. Ensuring your database is available and that you can connect to it\n  2. Tracking down slow queries and making sure they are running fast enough\n  3. Increasing the pool_size (although this increases resource consumption)\n  4. Allowing requests to wait longer by increasing :queue_target and :queue_interval\n\nSee DBConnection.start_link/2 for more information\n"",
  severity: :error,
  reason: :queue_timeout
}",{},[],realtime,0,null,[],null
8f3eec51-169d-455e-9430-d1ef7e9210bb,"""2026-08-19T00:21:47.539Z""",2026-08-19T00:21:47.539000,error,200,,,,Realtime.Tenants.Connect.CheckConnection failed in 15003 ms,{},[],realtime,0,null,[],null
d1fb12ce-51d2-43e8-8a5e-dd98fc1640eb,"""2026-08-19T00:21:39.782Z""",2026-08-19T00:21:39.782000,error,520,POST,,/auth/v1/token,"POST | 520 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
e2fdf3bf-5354-423c-95af-9d77724594e7,"""2026-08-19T00:21:39.740Z""",2026-08-19T00:21:39.740000,success,200,OPTIONS,,/auth/v1/token,"OPTIONS | 200 | https://ougxeheoaifcuetnmgrw.supabase.co/auth/v1/token?grant_type=refresh_token | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
73af5309-f635-415e-b01c-a90fb4896fba,"""2026-08-19T00:21:32.536Z""",2026-08-19T00:21:32.536000,success,200,,,,Realtime.Tenants.Connect.GetTenant executed in 0 ms,{},[],realtime,0,null,[],null
adcad59a-143e-4e27-bfd6-b5bd63a7fb64,"""2026-08-19T00:21:32.344Z""",2026-08-19T00:21:32.344000,success,101,GET,,/realtime/v1/websocket,"GET | 101 | https://ougxeheoaifcuetnmgrw.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=2.0.0 | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
1dbb04b1-eb84-490d-8638-2940fef14595,"""2026-08-19T00:19:59.888Z""",2026-08-19T00:19:59.888000,error,200,,,,UnableToConnectToProject: Realtime was unable to connect to the project database,{},[],realtime,0,null,[],null
93587bac-b608-401c-8a70-9e5976a04d91,"""2026-08-19T00:19:59.887Z""",2026-08-19T00:19:59.887000,error,200,,,,UnableToConnectToTenantDatabase: Unable to connect to tenant database,{},[],realtime,0,null,[],null
8b4d2eb6-7cde-4a0a-b311-e072d5c67ddc,"""2026-08-19T00:19:59.885Z""",2026-08-19T00:19:59.885000,error,200,,,,InitializingProjectConnection: Realtime is initializing the project connection,{},[],realtime,0,null,[],null
0c30cd58-fb45-4819-bc39-e8785bfd7507,"""2026-08-19T00:19:59.883Z""",2026-08-19T00:19:59.883000,error,200,,,,"UnableToConnectToTenantDatabase: %DBConnection.ConnectionError{
  message: ""[Elixir.Realtime.Tenants.Connect.DynamicSupervisor] connection not available and request was dropped from queue after 12000ms. This means requests are coming in and your connection pool cannot serve them fast enough. You can address this by:\n\n  1. Ensuring your database is available and that you can connect to it\n  2. Tracking down slow queries and making sure they are running fast enough\n  3. Increasing the pool_size (although this increases resource consumption)\n  4. Allowing requests to wait longer by increasing :queue_target and :queue_interval\n\nSee DBConnection.start_link/2 for more information\n"",
  severity: :error,
  reason: :queue_timeout
}",{},[],realtime,0,null,[],null
3dcdc915-3e43-4cbe-8462-bce7db689fe2,"""2026-08-19T00:19:59.883Z""",2026-08-19T00:19:59.883000,success,200,,,,Tenant ougxeheoaifcuetnmgrw has been terminated: :shutdown,{},[],realtime,0,null,[],null
